,tickers,correlation,covariances,sharpe_ratio,tracking error,annualized_volatility_spread
0,SPY,0.0032476603128571294,0.0032476603128571294,1.1070719717284876,69.32640875538887,0.5712382871858627
1,IWM,-0.001227280331719832,-0.001227280331719832,1.1070719717284876,69.32646229895883,0.5678631234739777
2,DIA,0.00032806177493756604,0.00032806177493756604,1.1070719717284876,69.32644092941688,0.5711109081231531
